Gene stable ID	Gene name
AGAP001233	
AGAP001231	
AGAP001228	
AGAP001226	
AGAP001225	
AGAP001223	
AGAP001220	
AGAP001218	
AGAP001217	
AGAP001215	
AGAP013011	
AGAP001209	
AGAP013518	
AGAP001206	
AGAP002093	
AGAP002097	
AGAP002100	
AGAP002101	
AGAP002102	
AGAP002099	
AGAP002095	USP
AGAP013535	
AGAP002094	
AGAP002098	
AGAP013330	
AGAP002104	
AGAP002108	
AGAP002105	
AGAP013041	
AGAP002110	
AGAP002109	
AGAP002107	
AGAP002106	
AGAP002111	
AGAP002113	
AGAP002117	
AGAP002118	
AGAP002116	
AGAP002115	
AGAP002114	
AGAP002112	
AGAP002120	
AGAP002121	
AGAP002124	
AGAP002126	Or37
AGAP002128	
AGAP002130	
AGAP002133	
AGAP002134	
AGAP002131	
AGAP002132	
AGAP002129	
AGAP002127	
AGAP002125	Or34
AGAP002123	
AGAP002122	RpL32
AGAP002135	
AGAP002136	
AGAP002137	
AGAP002138	CYP325H1
AGAP002141	
AGAP002144	
AGAP002147	
AGAP002149	
AGAP002150	
AGAP002146	
AGAP002145	
AGAP002143	
AGAP002142	
AGAP002140	
AGAP002139	
AGAP002151	
AGAP002152	alpha6
AGAP002155	
AGAP002156	GPRGNR1
AGAP002159	
AGAP002161	
AGAP013436	IR140.2
AGAP013242	IR140.1
AGAP002165	
AGAP002164	
AGAP002163	
AGAP002162	
AGAP002157	
AGAP002154	
AGAP002153	
AGAP002167	
AGAP002171	
AGAP002172	
AGAP002173	
AGAP002175	
AGAP002176	
AGAP002177	
AGAP002174	
AGAP002170	
AGAP002169	
AGAP002168	
AGAP002166	
AGAP002178	
AGAP002181	
AGAP002183	
AGAP002184	
AGAP002185	
AGAP002182	ABCE1
AGAP002186	
AGAP002189	OBP14
AGAP002190	OBP39
AGAP002191	OBP40
AGAP012968	
AGAP013151	
AGAP013203	
AGAP002193	
AGAP013366	
AGAP012995	
AGAP013463	
AGAP012960	
AGAP002194	
AGAP002196	CYP325G1
AGAP002198	
AGAP002197	CYP325F1
AGAP002195	CYP325F2
AGAP002192	
AGAP002188	OBP12
AGAP002199	
AGAP011893	
AGAP002202	CYP325E1
AGAP002203	CYP325D2
AGAP013311	
AGAP002208	CYP325A3
AGAP002209	CYP325A2
AGAP002211	CYP325A1
AGAP002212	
AGAP002214	
AGAP002216	
AGAP002217	
AGAP002218	
AGAP002220	
AGAP002222	
AGAP002224	
AGAP002223	
AGAP002221	
AGAP002219	
AGAP002215	
AGAP002210	CYP325B1
AGAP002207	CYP325C1
AGAP002206	CYP325D1
AGAP002205	CYP325C2
AGAP002204	
AGAP002200	
AGAP001234	
AGAP001236	
AGAP001238	
AGAP001240	SP11372
AGAP001241	
AGAP013332	
AGAP001242	
AGAP001582	
AGAP001243	
AGAP001239	
AGAP001237	Med29
AGAP001235	
AGAP002226	
AGAP002228	
AGAP002229	
AGAP002231	
AGAP012965	
AGAP002233	
AGAP002234	
AGAP002232	GPR5HT2A
AGAP002227	
AGAP002235	
AGAP002239	
AGAP002242	
AGAP002243	
AGAP002246	
AGAP002248	
AGAP002252	
AGAP002254	
AGAP002255	
AGAP002256	
AGAP002258	Med31
AGAP002257	
AGAP002253	
AGAP002251	
AGAP002250	
AGAP002247	Med21
AGAP002245	
AGAP002244	
AGAP002241	
AGAP002240	
AGAP002238	
AGAP002236	
AGAP002260	
AGAP002266	
AGAP002269	
AGAP002270	CLIPB7
AGAP002268	
AGAP002265	
AGAP002264	
AGAP002263	
AGAP002262	
AGAP002261	
AGAP002259	
AGAP002274	
AGAP002272	
AGAP002273	
AGAP002277	
AGAP002278	ABCB1
AGAP002279	
AGAP002281	
AGAP002284	
AGAP002285	
AGAP002287	
AGAP002290	
AGAP002295	
AGAP002293	
AGAP002297	
AGAP002296	
AGAP002294	
AGAP002292	PKP
AGAP002291	
AGAP002289	
AGAP002288	
AGAP002286	
AGAP002283	
AGAP002282	
AGAP002280	
AGAP013515	
AGAP002276	
AGAP028705	
AGAP028706	
AGAP002298	
AGAP013171	
AGAP002299	
AGAP002300	
AGAP013395	
AGAP002303	
AGAP002304	
AGAP002306	RpL4
AGAP002307	
AGAP002309	WDY
AGAP002313	
AGAP000556	
AGAP002314	
AGAP002312	
AGAP002310	
AGAP002308	
AGAP002305	
AGAP002302	
AGAP002301	
AGAP002316	
AGAP002317	Alpha_amylase
AGAP002318	
AGAP002817	
AGAP002320	
AGAP002321	
AGAP002322	
AGAP002324	
AGAP002326	
AGAP002325	
AGAP002323	
AGAP012947	
AGAP002328	
AGAP013459	
AGAP013245	
AGAP002332	mRpL11
AGAP002334	
AGAP002333	
AGAP002331	
AGAP002330	
AGAP002329	
AGAP013359	
AGAP013453	
AGAP002327	
AGAP001096	
AGAP013094	
AGAP001097	
AGAP001098	
AGAP001102	
AGAP001104	
AGAP001106	
AGAP001103	
AGAP001101	COEBE2O
AGAP001100	
AGAP001099	
AGAP002336	
AGAP002335	
AGAP001246	
AGAP001249	
AGAP001250	
AGAP001255	
AGAP001259	
AGAP001261	
AGAP013443	
AGAP013078	
AGAP001264	
AGAP001267	
AGAP001269	
AGAP001271	
AGAP001273	
AGAP001274	RpS15
AGAP001276	
AGAP001278	
AGAP013159	
AGAP001279	
AGAP001277	
AGAP001275	
AGAP001272	
AGAP001270	
AGAP001268	
AGAP001265	
AGAP001258	
AGAP013220	
AGAP001257	
AGAP001256	
AGAP001253	
AGAP001252	
AGAP001251	
AGAP001248	
AGAP001247	
AGAP001245	
AGAP001244	
AGAP002338	
AGAP002340	eIF3a
AGAP002344	
AGAP002342	
AGAP002341	
AGAP002339	
AGAP002337	eIF3d
AGAP002345	
AGAP002349	PBD1
AGAP002350	
AGAP002352	
AGAP002353	
AGAP002354	
AGAP002355	
AGAP002357	
AGAP002359	
AGAP013402	
AGAP002360	
AGAP002366	
AGAP002369	
AGAP002367	
AGAP013375	
AGAP002365	
AGAP002364	
AGAP002363	
AGAP002362	
AGAP013174	
AGAP002361	
AGAP002358	
AGAP002356	
AGAP002351	
AGAP002348	
AGAP002347	
AGAP002346	RpS14-2
AGAP002370	ChAT
AGAP002378	
AGAP002382	
AGAP002381	
AGAP002387	
AGAP002389	
AGAP002390	
AGAP002391	COEAE5O
AGAP002392	
AGAP002394	
AGAP002396	
AGAP002397	
AGAP013414	
AGAP002398	
AGAP013481	
AGAP002399	
AGAP013137	
AGAP002401	
AGAP002403	
AGAP002404	
AGAP002406	
AGAP002408	
AGAP002372	
AGAP002386	
AGAP002385	
AGAP002384	
AGAP002383	
AGAP002379	
AGAP002377	
AGAP013161	
AGAP002376	
AGAP002375	
AGAP002374	
AGAP002371	
AGAP002388	
AGAP002393	
AGAP002395	RpL10-2
AGAP013405	
AGAP002400	
AGAP002402	
AGAP002405	
AGAP002407	
AGAP002409	
AGAP002411	
AGAP002413	
AGAP002415	
AGAP002416	CYP4K2
AGAP002418	CYP4D15
AGAP012957	CYP4D17
AGAP013241	CYP4D16
AGAP002419	CYP4D22
AGAP002420	
AGAP002423	
AGAP002424	
AGAP002425	
AGAP002427	
AGAP002429	CYP314A1
AGAP002428	
AGAP002426	
AGAP002422	CLIPD1
AGAP002421	
AGAP002417	CYP4AR1
AGAP002414	
AGAP002412	mRpL45
AGAP002430	Akh2
AGAP002434	
AGAP002444	GPROP12
AGAP002439	
AGAP002431	
AGAP002432	
AGAP013182	F5HK49
AGAP002433	
AGAP002435	
AGAP002436	
AGAP002437	RpS8
AGAP002438	
AGAP002440	Cdc42
AGAP002441	Nep5
AGAP002442	
AGAP002443	GPROP11
AGAP002449	
AGAP013339	
AGAP002453	
AGAP002455	
AGAP002460	
AGAP002461	
AGAP013297	
AGAP002459	
AGAP013018	
AGAP002458	
AGAP002457	
AGAP013166	
AGAP013120	
AGAP013496	
AGAP013260	
AGAP002456	
AGAP002454	
AGAP028707	
AGAP002448	
AGAP002447	
AGAP012970	
AGAP002445	
AGAP002446	
AGAP002462	GPROP7
AGAP002463	
AGAP002465	
AGAP002466	
AGAP002467	
AGAP013273	
AGAP002468	RpL26
AGAP002469	
AGAP002471	
AGAP002472	
AGAP002464	
AGAP013320	
AGAP002470	
AGAP002495	
AGAP002496	
AGAP002501	
AGAP002506	
AGAP002507	
AGAP002509	
AGAP002512	
AGAP002514	
AGAP002515	
AGAP002517	
AGAP002505	
AGAP002504	
AGAP002503	
AGAP002502	
AGAP002500	
AGAP002499	
AGAP002498	
AGAP002497	
AGAP002494	
AGAP002508	
AGAP002511	
AGAP002510	
AGAP002513	
AGAP002516	
AGAP002518	
AGAP002519	GPRTYR
AGAP002520	
AGAP002522	
AGAP002525	
AGAP002527	
AGAP002528	
AGAP002529	
AGAP002531	
AGAP002533	
AGAP002535	
AGAP002539	
AGAP002541	
AGAP002540	
AGAP002538	
AGAP002536	
AGAP002537	
AGAP002534	
AGAP002532	
AGAP002530	
AGAP002526	
AGAP002524	
AGAP002523	Med12
AGAP013013	
AGAP013234	
AGAP002521	
AGAP002542	LRIM20
AGAP002543	
AGAP002544	
AGAP002546	
AGAP002549	
AGAP002550	
AGAP002552	
AGAP002551	
AGAP002548	
AGAP002547	
AGAP001280	
AGAP001281	
AGAP001283	
AGAP001284	
AGAP012950	
AGAP001286	
AGAP001287	
AGAP001285	
AGAP002553	
AGAP002555	CYP325K1
AGAP013111	
AGAP002563	
AGAP002564	
AGAP002566	GPRHIS
AGAP002567	
AGAP002560	Orco
AGAP002559	
AGAP002558	Or40
AGAP002557	
AGAP013222	
AGAP002556	
AGAP002554	
AGAP002568	
AGAP002569	
AGAP002571	
AGAP002573	
AGAP002578	
AGAP002577	
AGAP002576	
AGAP002575	
AGAP002572	
AGAP002570	
AGAP013206	
AGAP002579	
AGAP002582	
AGAP002585	
AGAP002583	
AGAP002589	
AGAP002580	
AGAP002581	
AGAP002586	
AGAP002587	
AGAP002588	
AGAP002591	
AGAP002592	
AGAP013318	
AGAP013229	
AGAP002593	
AGAP002594	
AGAP002596	
AGAP013451	
AGAP002595	
AGAP013190	
AGAP002598	
AGAP002600	
AGAP002601	
AGAP002602	
AGAP002603	
AGAP012994	
AGAP002605	
AGAP002607	
AGAP013336	
AGAP002609	
AGAP002608	
AGAP002606	
AGAP013156	
AGAP002604	
AGAP013296	
AGAP002599	
AGAP002597	
AGAP002488	
AGAP002610	
AGAP002616	
AGAP002617	
AGAP002613	CPR8
AGAP002614	
AGAP013074	
AGAP012958	
AGAP002615	
AGAP002618	
AGAP002619	
AGAP002620	MISO
AGAP002621	
AGAP002622	
AGAP013538	
AGAP002624	
AGAP002625	CTL9
AGAP002626	
AGAP002623	
AGAP013226	
AGAP002627	
AGAP002628	
AGAP002629	
AGAP002631	
AGAP002633	Gr53
AGAP002632	
AGAP002630	
AGAP002634	
AGAP002635	Gr13
AGAP002636	
AGAP002637	
AGAP002638	ABCH1
AGAP002639	Or39
AGAP002640	Or38
AGAP002642	
AGAP002644	
AGAP013264	
AGAP013050	
AGAP013113	
AGAP013369	
AGAP013448	
AGAP002646	
AGAP002647	
AGAP002645	
AGAP002641	
AGAP013316	
AGAP013247	
AGAP013484	
AGAP013110	
AGAP013353	
AGAP013322	
AGAP013225	
AGAP013456	
AGAP013086	
AGAP013517	
AGAP013045	
AGAP002643	
AGAP002648	
AGAP002650	
AGAP002652	
AGAP002655	
AGAP002656	
AGAP002658	
AGAP002661	
AGAP002662	
AGAP002659	
AGAP002657	
AGAP002654	
AGAP002653	
AGAP002651	IAP6
AGAP013321	
AGAP002649	
AGAP013344	
AGAP001292	
AGAP001294	
AGAP001296	
AGAP001298	
AGAP013277	
AGAP001303	CSP6
AGAP001304	
AGAP001302	
AGAP001301	
AGAP001300	
AGAP001299	
AGAP001297	
AGAP001293	
AGAP001291	
AGAP001290	
AGAP013208	
AGAP001107	
AGAP001109	
AGAP001110	
AGAP001111	
AGAP001114	Gr38
AGAP001117	Gr37
AGAP001118	
AGAP001119	Gr39
AGAP001122	Gr41
AGAP001124	
AGAP001123	Gr36
AGAP001121	Gr60
AGAP001120	Gr40
AGAP001116	
AGAP001115	Gr42
AGAP001113	
AGAP001112	
AGAP001108	
AGAP001125	Gr58
AGAP002663	
AGAP002665	
AGAP002667	
AGAP002668	
AGAP013131	
AGAP002670	
AGAP002671	
AGAP013200	
AGAP002674	
AGAP002672	
AGAP002669	
AGAP002666	
AGAP002664	Med27
AGAP002677	
AGAP002679	GPRNNA6
AGAP002681	
AGAP002682	
AGAP002684	
AGAP002686	
AGAP002690	
AGAP002692	
AGAP002695	
AGAP013116	
AGAP002693	ABCF1
AGAP002691	
AGAP002688	
AGAP002689	
AGAP013006	
AGAP002687	
AGAP002685	APG8
AGAP002683	
AGAP002680	
AGAP002678	
AGAP013087	
AGAP002702	
AGAP002703	
AGAP002704	
AGAP002705	
AGAP002708	
AGAP002707	
AGAP002706	
AGAP013309	
AGAP013355	
AGAP002711	
AGAP002712	
AGAP002715	
AGAP002717	ABCB5
AGAP002719	
AGAP002722	Or28
AGAP028412	
AGAP002723	
AGAP002724	
AGAP002721	
AGAP002720	
AGAP002718	
AGAP002713	
AGAP002710	
AGAP002709	
AGAP002725	
AGAP002726	CPR9
AGAP013513	
AGAP002727	
AGAP002728	
AGAP002731	
AGAP002732	
AGAP002733	
AGAP002734	
AGAP002736	
AGAP002737	
AGAP002739	
AGAP013044	
AGAP002740	
AGAP002487	
AGAP002735	
AGAP002730	
AGAP002729	
AGAP002741	
AGAP002742	
AGAP002748	
AGAP002751	
AGAP002752	
AGAP002754	RpL35a
AGAP002757	
AGAP002756	
AGAP002755	
AGAP002753	
AGAP002747	
AGAP013160	
AGAP002744	
AGAP013298	
AGAP002743	
AGAP028704	
AGAP002758	
AGAP002760	
AGAP002762	
AGAP013363	IR7i
AGAP013285	IR7u
AGAP002763	IR7t
AGAP013416	IR7w
AGAP002764	
AGAP002770	
AGAP002771	
AGAP002769	
AGAP002767	
AGAP002766	
AGAP002765	
AGAP013026	
AGAP002761	
AGAP002759	
AGAP002773	
AGAP013370	
AGAP002777	mRpS33
AGAP002778	
AGAP002779	
AGAP002781	
AGAP002782	
AGAP002784	CLIPD8
AGAP013426	
AGAP002787	
AGAP013266	
AGAP002775	
AGAP002776	
AGAP002780	
AGAP013378	
AGAP013010	
AGAP002783	
AGAP013343	
AGAP002788	
AGAP002790	
AGAP013237	
AGAP002791	
AGAP002792	
AGAP002793	
AGAP028439	
AGAP028717	
AGAP002795	
AGAP002800	
AGAP002801	
AGAP002799	GNBPB3
AGAP002798	GNBPB2
AGAP002797	GLURIId
AGAP002796	GNBPB4
AGAP001306	
AGAP001309	
AGAP001311	RpL20
AGAP001312	
AGAP001313	
AGAP001318	
AGAP001320	
AGAP001321	
AGAP001322	
AGAP001323	
AGAP001319	
AGAP001315	
AGAP001314	
AGAP001310	
AGAP001308	
AGAP001307	
AGAP001316	
AGAP013389	
AGAP002802	
AGAP002803	
AGAP002809	
AGAP002475	
AGAP013089	
AGAP002813	CLIPD6
AGAP002816	
AGAP002820	
AGAP002821	
AGAP002823	Med7
AGAP002822	
AGAP002819	
AGAP002818	
AGAP002484	
AGAP002814	
AGAP002812	
AGAP002810	
AGAP002808	
AGAP002807	
AGAP002805	
AGAP002804	
AGAP002824	GPRTAK1
AGAP002826	
AGAP002828	
AGAP002829	
AGAP002831	
AGAP013130	
AGAP002835	
AGAP002836	
AGAP002837	
AGAP013054	
AGAP002838	
AGAP013404	
AGAP002839	
AGAP002840	
AGAP002842	
AGAP002841	
AGAP013351	
AGAP002832	
AGAP002830	
AGAP002825	PPO1
AGAP002846	
AGAP013388	
AGAP002847	
AGAP002848	
AGAP002849	
AGAP002853	
AGAP002858	
AGAP002850	
AGAP002867	CYP6P4
AGAP002866	CYP6P5
AGAP002865	CYP6P3
AGAP002864	
AGAP002863	COEAE6O
AGAP013128	CYP6AA2
AGAP002862	CYP6AA1
AGAP002857	
AGAP013314	
AGAP013529	
AGAP002856	
AGAP002855	
AGAP002854	
AGAP002852	
AGAP002851	
AGAP002845	
AGAP002859	
AGAP002868	CYP6P1
AGAP000586	
AGAP002875	
AGAP002877	
AGAP002881	GPRNPR1
AGAP013115	
AGAP002884	
AGAP002885	
AGAP002883	
AGAP002880	
AGAP002879	
AGAP002878	
AGAP002876	
AGAP013244	
AGAP002874	
AGAP013069	
AGAP002873	
AGAP002872	
AGAP013202	
AGAP002870	CYP6AD1
AGAP002869	CYP6P2
AGAP002886	GPRNNA2
AGAP002890	
AGAP002894	CYP6Z4
AGAP002895	
AGAP013540	
AGAP002893	
AGAP002892	
AGAP002891	GPRMGL4
AGAP002889	
AGAP002896	
AGAP013090	
AGAP013313	
AGAP013083	
AGAP013471	
AGAP012948	
AGAP013261	
AGAP013347	
AGAP013114	
AGAP013212	
AGAP002899	
AGAP002901	
AGAP002902	
AGAP002905	OBP13
AGAP002907	
AGAP013354	
AGAP002908	
AGAP002909	
AGAP002910	
AGAP002911	CTLMA9
AGAP002912	
AGAP002913	
AGAP002906	
AGAP002904	IR41a
AGAP002903	
AGAP002900	
AGAP013394	
AGAP002898	GSTZ1
AGAP013272	
AGAP002914	
AGAP002915	
AGAP002916	
AGAP002917	mRpL34
AGAP002918	
AGAP002921	RpL36
AGAP002926	
AGAP002928	
AGAP002925	
AGAP002924	
AGAP002923	
AGAP002922	
AGAP002920	
AGAP002919	RpS6
AGAP002931	Arf2
AGAP013008	
AGAP002935	eIF3f
AGAP002936	
AGAP002938	
AGAP002940	
AGAP013417	
AGAP002942	
AGAP002943	
AGAP013412	
AGAP002939	
AGAP002937	
AGAP002933	
AGAP002932	
AGAP002929	
AGAP013383	
AGAP001324	
AGAP013516	
AGAP002948	
AGAP002950	
AGAP002956	
AGAP002959	
AGAP002961	
AGAP013267	
AGAP013301	
AGAP002962	
AGAP002960	
AGAP002958	
AGAP002957	
AGAP002955	
AGAP002954	
AGAP002953	
AGAP002951	
AGAP002952	
AGAP002949	
AGAP002947	
AGAP002945	
AGAP001325	
AGAP001326	
AGAP001328	
AGAP001329	CPLCX1
AGAP001330	
AGAP001331	
AGAP002966	PELLE
AGAP002967	
AGAP002970	
AGAP002971	alpha8
AGAP013509	
AGAP002974	alpha1
AGAP002975	
AGAP002976	
AGAP013216	
AGAP002973	
AGAP002972	alpha2
AGAP002969	
AGAP002968	
AGAP002977	
AGAP002981	
AGAP002982	
AGAP002983	
AGAP013286	
AGAP002985	
AGAP002988	
AGAP002991	
AGAP002992	
AGAP002995	Or59
AGAP002994	CPR10
AGAP002993	
AGAP002990	
AGAP002989	
AGAP002986	
AGAP002984	
AGAP012955	
AGAP013499	pink
AGAP002980	
AGAP002979	
AGAP002978	
AGAP002996	
AGAP013119	
AGAP013498	
AGAP002998	
AGAP002999	
AGAP012949	
AGAP003004	
AGAP013545	
AGAP003003	Aats-tyr
AGAP003001	
AGAP003002	
AGAP013105	
AGAP003000	
AGAP002997	
AGAP003005	
AGAP013439	
AGAP003008	
AGAP003012	
AGAP003014	
AGAP003015	
AGAP003016	
AGAP003017	
AGAP003020	
AGAP003021	
AGAP003024	
AGAP003026	
AGAP003027	
AGAP003006	
AGAP003007	
AGAP003009	
AGAP003010	
AGAP003013	
AGAP003018	
AGAP003019	
AGAP003022	
AGAP003023	
AGAP003025	RpLp2
AGAP003028	
AGAP003029	
AGAP028703	
AGAP028702	
AGAP003032	
AGAP003033	
AGAP003035	
AGAP003036	
AGAP003041	
AGAP003043	
AGAP003048	
AGAP013062	
AGAP013473	IR141
AGAP013232	
AGAP003052	
AGAP003051	
AGAP003050	
AGAP003049	
AGAP013071	
AGAP003047	
AGAP003042	
AGAP003040	
AGAP003039	
AGAP013029	
AGAP003038	
AGAP003037	
AGAP003034	
AGAP013505	
AGAP003030	
AGAP003053	Or45
AGAP013396	
AGAP003054	Or25
AGAP003055	
AGAP003056	
AGAP003057	CLIPB8
AGAP002483	
AGAP003059	
AGAP013227	
AGAP003063	
AGAP003068	
AGAP003069	
AGAP003067	CYP304C1
AGAP003066	CYP304B1
AGAP003065	CYP11179
AGAP003064	
AGAP002482	
AGAP003061	
AGAP003060	
AGAP003070	
AGAP003071	
AGAP003075	
AGAP003076	GPRGHP1
AGAP003077	
AGAP003074	
AGAP003073	
AGAP003078	
AGAP003080	
AGAP003085	
AGAP013263	
AGAP003087	
AGAP003089	
AGAP003090	
AGAP003092	
AGAP003093	
AGAP003095	
AGAP003096	
AGAP003097	
AGAP003106	Nep4
AGAP003099	
AGAP003098	Gr23
AGAP003094	
AGAP003091	
AGAP003088	
AGAP003086	
AGAP003084	
AGAP013368	
AGAP003083	
AGAP003082	
AGAP003081	
AGAP003108	
AGAP003109	
AGAP003111	
AGAP003114	
AGAP003115	COE2580
AGAP003112	
AGAP001335	
AGAP001337	
AGAP001340	
AGAP001341	
AGAP001345	
AGAP001346	
AGAP001347	
AGAP001356	ACE1
AGAP001355	
AGAP001354	
AGAP001353	
AGAP001352	
AGAP001350	
AGAP001349	
AGAP001348	
AGAP001344	
AGAP001343	
AGAP001342	
AGAP001339	
AGAP001338	
AGAP001336	
AGAP001334	
AGAP001333	st
AGAP001332	
AGAP001351	
AGAP003116	
AGAP003117	
AGAP013411	
AGAP003118	
AGAP003119	
AGAP003123	
AGAP003126	
AGAP003121	
AGAP003120	
AGAP013357	
AGAP003124	
AGAP003125	
AGAP003128	
AGAP003130	
AGAP003131	
AGAP003133	
AGAP003134	
AGAP003136	
AGAP003137	
AGAP003138	
AGAP013465	CPLCP1
AGAP003140	
AGAP003142	
AGAP003143	
AGAP003141	
AGAP003139	SRPN9
AGAP003135	
AGAP003132	
AGAP003129	
AGAP003148	
AGAP003149	
AGAP003150	
AGAP013060	
AGAP013365	
AGAP003151	
AGAP003154	
AGAP003156	
AGAP003158	
AGAP003160	
AGAP003161	
AGAP003166	
AGAP003164	
AGAP003165	
AGAP003162	
AGAP003159	
AGAP003157	
AGAP003155	
AGAP003153	VATA
AGAP003147	
AGAP003146	
AGAP003145	
AGAP003167	
AGAP003179	
AGAP003181	
AGAP003182	
AGAP003185	
AGAP003186	
AGAP003187	
AGAP003189	
AGAP003190	
AGAP003193	
AGAP003168	
AGAP003171	
AGAP003173	
AGAP003174	
AGAP003175	
AGAP013292	
AGAP003192	
AGAP003191	
AGAP003184	
AGAP003183	
AGAP003180	
AGAP003178	GRX2
AGAP003170	
AGAP003172	
AGAP003176	
AGAP003177	
AGAP003195	
AGAP003196	
AGAP003197	
AGAP013219	
AGAP003194	SRPN8
AGAP012981	
AGAP003200	
AGAP003208	
AGAP003209	
AGAP003213	
AGAP003215	
AGAP003216	
AGAP003214	
AGAP003212	Adrenodoxin
AGAP003211	
AGAP003207	
AGAP003206	
AGAP003205	
AGAP003204	
AGAP003203	
AGAP003202	
AGAP013035	
AGAP003201	
AGAP003199	
AGAP003198	
AGAP003217	
AGAP003219	
AGAP003221	ABCC3
AGAP003222	
AGAP003225	
AGAP003228	
AGAP003230	
AGAP003232	
AGAP013304	
AGAP003233	
AGAP003231	
AGAP003229	
AGAP003227	
AGAP003226	
AGAP003224	
AGAP003220	
AGAP003218	
AGAP003235	
AGAP003236	
AGAP003237	
AGAP003239	
AGAP003240	
AGAP003243	
AGAP003251	CLIPB1
AGAP003252	CLIPB6
AGAP003257	GSTU2
AGAP003256	Gr18
AGAP003255	Gr17
AGAP003254	Gr16
AGAP003253	Gr15
AGAP013184	CLIPB36
AGAP003250	CLIPB4
AGAP003249	CLIPB3
AGAP013487	
AGAP003248	
AGAP003247	CLIPB19
AGAP003246	CLIPB2
AGAP003245	CLIPA19
AGAP003244	GPRGHP2
AGAP003242	
AGAP003241	
AGAP003238	
AGAP003258	
AGAP003261	
AGAP003263	
AGAP003264	
AGAP003266	
AGAP013058	
AGAP003269	DH44
AGAP003268	
AGAP003267	
AGAP003265	
AGAP003262	
AGAP003260	Gr21
AGAP003259	Gr20
AGAP003271	
AGAP003272	
AGAP003273	
AGAP003274	
AGAP003275	
AGAP003277	
AGAP003278	
AGAP003280	
AGAP003281	
AGAP013539	
AGAP003282	
AGAP003284	
AGAP003283	
AGAP003279	
AGAP003276	
AGAP003285	
AGAP003288	
AGAP003289	
AGAP003290	
AGAP003292	
AGAP003294	
AGAP013135	
AGAP003286	
AGAP003300	
AGAP003297	
AGAP003296	
AGAP003295	
AGAP003293	
AGAP003287	
AGAP001357	
AGAP001360	
AGAP001361	
AGAP001362	
AGAP001363	
AGAP001364	
AGAP001367	
AGAP001368	
AGAP001369	
AGAP001366	
AGAP001365	
AGAP001358	
AGAP003301	
AGAP003302	
AGAP003306	OBP2
AGAP003305	
AGAP003307	OBP15
AGAP003304	
AGAP003303	
AGAP003308	CPAP3-C
AGAP003309	OBP1
AGAP003310	Or66
AGAP003311	
AGAP003313	
AGAP003314	
AGAP003316	
AGAP003318	
AGAP003320	
AGAP003321	
AGAP003323	
AGAP003325	
AGAP003324	
AGAP003322	
AGAP003319	
AGAP003317	
AGAP003315	
AGAP013335	
AGAP012961	
AGAP003312	
AGAP013430	
AGAP003327	
AGAP003328	
AGAP003332	
AGAP013189	Q17017
AGAP013400	Q17017
AGAP003331	
AGAP003329	
AGAP003335	GPRNNA7
AGAP003334	CPLCX2
AGAP003336	
AGAP003338	TRX3
AGAP003339	
AGAP003342	
AGAP003343	CYP6AG1
AGAP013511	CYP6AG2
AGAP003346	
AGAP003350	
AGAP003351	
AGAP003337	
AGAP003340	
AGAP003341	
AGAP003345	
AGAP003349	
AGAP013532	
AGAP003344	
AGAP003352	
AGAP003354	A5R3
AGAP013192	
AGAP003356	
AGAP003359	
AGAP003361	
AGAP013030	
AGAP003360	
AGAP003358	
AGAP003357	
AGAP003355	
AGAP003353	
AGAP013170	
AGAP003363	
AGAP003365	
AGAP012963	
AGAP003367	
AGAP003369	
AGAP013207	
AGAP003371	
AGAP003372	
AGAP013095	
AGAP012987	
AGAP003368	
AGAP003366	
AGAP003364	
AGAP013204	
AGAP003377	CPR115
AGAP003379	CPR117
AGAP003380	CPR118
AGAP003381	CPR119
AGAP003382	CPR120
AGAP003384	CPR122
AGAP003385	CPR123
AGAP003383	CPR121
AGAP003390	CPR124
AGAP003389	
AGAP003388	
AGAP003387	
AGAP003386	
AGAP003378	CPR116
AGAP003375	CPR114
AGAP003374	
AGAP003373	SCRB17
AGAP003394	
AGAP003397	
AGAP003398	
AGAP003400	
AGAP003404	
AGAP003405	
AGAP003408	
AGAP003410	
AGAP003413	
AGAP003415	
AGAP013215	
AGAP003418	
AGAP013445	
AGAP003417	
AGAP003416	
AGAP003414	
AGAP003412	RpS28
AGAP003411	
AGAP003409	
AGAP003406	
AGAP003402	
AGAP003401	
AGAP003399	
AGAP003396	
AGAP003395	
AGAP013345	
AGAP003419	
AGAP003420	
AGAP003421	
AGAP003422	
AGAP003423	
AGAP003425	
AGAP003428	
AGAP003432	
AGAP003433	
AGAP003434	
AGAP003437	
AGAP003431	
AGAP003430	
AGAP003429	
AGAP003424	
AGAP001370	
AGAP001373	
AGAP001372	
AGAP001371	
AGAP003440	
AGAP003453	
AGAP003454	
AGAP013485	
AGAP012967	
AGAP003460	
AGAP013299	
AGAP003462	
AGAP003464	
AGAP013494	
AGAP003463	
AGAP003461	
AGAP003459	
AGAP003457	
AGAP013293	
AGAP003449	
AGAP003447	
AGAP003446	
AGAP003445	
AGAP003444	
AGAP003442	
AGAP003441	
AGAP003465	
AGAP003466	
AGAP003467	
AGAP003468	
AGAP003470	
AGAP003471	
AGAP003472	
AGAP003473	
AGAP003474	
AGAP003477	
AGAP003469	
AGAP003475	
AGAP003476	
AGAP003478	
AGAP013065	
AGAP013144	
AGAP003479	
AGAP003481	
AGAP013466	
AGAP003482	
AGAP003483	
AGAP003486	
AGAP013419	
AGAP003487	
AGAP003490	
AGAP003492	
AGAP003493	
