Gene stable ID	Gene name
AGAP006391	
AGAP006392	
AGAP006393	
AGAP006394	
AGAP006395	
AGAP006396	
AGAP006398	
AGAP006399	Gr14
AGAP006400	
AGAP006402	
AGAP006403	
AGAP006404	
AGAP006448	
AGAP006406	
AGAP006407	IR142
AGAP006408	
AGAP006409	
AGAP006410	
AGAP006411	
AGAP006412	
AGAP006413	
AGAP006414	
AGAP006415	
AGAP006416	
AGAP006417	
AGAP006418	
AGAP006419	A5R2
AGAP006420	
AGAP006421	A5R1
AGAP006422	
AGAP006423	
AGAP006424	
AGAP006425	
AGAP006426	
AGAP006427	ABCC7
AGAP006428	
AGAP006430	CTLGA2
AGAP006431	
AGAP006432	
AGAP006433	
AGAP006434	
AGAP006435	
AGAP006436	Med13
AGAP006437	
AGAP006438	
AGAP006439	
AGAP006440	IR136
AGAP006441	
AGAP006442	
AGAP006443	
AGAP006444	
AGAP006445	
AGAP006446	
AGAP006447	
AGAP006449	
AGAP006450	Gr34
AGAP006451	
AGAP006452	
AGAP006453	
AGAP006454	
AGAP006455	
AGAP006456	
AGAP006457	
AGAP006458	
AGAP006459	SUI1
AGAP006460	
AGAP006461	
AGAP006462	
AGAP006463	
AGAP006464	
AGAP006465	
AGAP006466	
AGAP006467	
AGAP006468	
AGAP006469	
AGAP006470	
AGAP006471	
AGAP006472	
AGAP006473	
AGAP006474	
AGAP006475	
AGAP006477	
AGAP006478	
AGAP006479	
AGAP006480	
AGAP006481	
AGAP006482	
AGAP007585	
AGAP005803	
AGAP006485	
AGAP006486	
AGAP006487	
AGAP006488	
AGAP006489	
AGAP006490	
AGAP006493	
AGAP006494	
AGAP006495	
AGAP006496	
AGAP007035	APL1B
AGAP007200	DEF5
AGAP006498	
AGAP006499	
AGAP006500	
AGAP006501	
AGAP006502	
AGAP006503	
AGAP006504	SG2b
AGAP006505	
AGAP006506	SG2
AGAP006507	SG3
AGAP006508	
AGAP006509	
AGAP006510	
AGAP006511	
AGAP006512	
AGAP006513	
AGAP006514	
AGAP006515	
AGAP006516	
AGAP006517	
AGAP006518	
AGAP006520	
AGAP006521	
AGAP006522	
AGAP006523	
AGAP006524	
AGAP006525	
AGAP006526	
AGAP006527	
AGAP006528	
AGAP006529	
AGAP006530	
AGAP006531	
AGAP006532	
AGAP006533	
AGAP006534	
AGAP006535	
AGAP006536	
AGAP006537	
AGAP006539	
AGAP006540	
AGAP006541	
AGAP006542	
AGAP006543	
AGAP028708	
AGAP028698	
AGAP006546	
AGAP006547	
AGAP006548	
AGAP006549	
AGAP006550	
AGAP006551	
AGAP006552	
AGAP006553	
AGAP006554	
AGAP006555	
AGAP006556	
AGAP006557	
AGAP006558	
AGAP006559	
AGAP006560	
AGAP006561	
AGAP006562	
AGAP006563	
AGAP006564	
AGAP028425	
AGAP006566	
AGAP006567	
AGAP006568	
AGAP006569	
AGAP006570	
AGAP006571	
AGAP006572	
AGAP006573	
AGAP006574	
AGAP006575	
AGAP006576	
AGAP006577	
AGAP006578	
AGAP006580	
AGAP006581	
AGAP028449	
AGAP006582	
AGAP006583	
AGAP006584	
AGAP005766	
AGAP006587	
AGAP006588	
AGAP028621	
AGAP006590	
AGAP006591	
AGAP006592	
AGAP006593	
AGAP006594	
AGAP006595	
AGAP006596	
AGAP006597	CPR72
AGAP006598	
AGAP006599	
AGAP006600	
AGAP006601	
AGAP006602	
AGAP006603	
AGAP006604	
AGAP006605	
AGAP006606	
AGAP006607	eIF3i
AGAP006608	
AGAP006609	
AGAP006610	
AGAP006611	
AGAP006612	RpL29
AGAP006613	eIF3j
AGAP006614	
AGAP006615	
AGAP006616	
AGAP006617	
AGAP006618	
AGAP006619	
AGAP006620	
AGAP006621	
AGAP006622	
AGAP006623	
AGAP006624	
AGAP006625	
AGAP006626	
AGAP006627	
AGAP006629	
AGAP006630	
AGAP006954	CLIPA10
AGAP007177	SPZ5
AGAP006632	
AGAP006633	
AGAP006634	
AGAP006635	
AGAP006636	
AGAP006637	
AGAP006638	
AGAP006641	
AGAP006642	
AGAP006643	
AGAP006644	
AGAP006645	
AGAP006646	
AGAP006647	
AGAP006648	Exo6
AGAP006649	CSPBP
AGAP006650	
AGAP006651	
AGAP006652	
AGAP006653	
AGAP006654	
AGAP006655	
AGAP006656	
AGAP006657	
AGAP006658	
AGAP006659	
AGAP006660	
AGAP006661	
AGAP006662	
AGAP006663	
AGAP006664	
AGAP006665	
AGAP006666	Or48
AGAP006667	Or49
AGAP006668	
AGAP006669	
AGAP006670	
AGAP006671	
AGAP006672	
AGAP006673	
AGAP006674	
AGAP006675	
AGAP006676	
AGAP006677	
AGAP006678	
AGAP006680	
AGAP006681	
AGAP006682	Exo7
AGAP006683	
AGAP006684	mRpL46
AGAP006685	
AGAP006686	
AGAP006687	
AGAP006688	
AGAP006689	
AGAP006690	
AGAP006691	IR139
AGAP006696	
AGAP006697	
AGAP006698	
AGAP006699	
AGAP006700	COEAE8O
AGAP006701	
AGAP006702	
AGAP006703	
AGAP006704	
AGAP006705	
AGAP006706	
AGAP006707	
AGAP006708	
AGAP006709	CHYM1
AGAP006710	
AGAP006711	CHYM2
AGAP006712	
AGAP006713	Gr28
AGAP006714	
AGAP006715	
AGAP006716	Gr27
AGAP006717	Gr26
AGAP006718	
AGAP006719	
AGAP006720	
AGAP006721	
AGAP006483	SPZ2
AGAP004976	PPO8
AGAP006723	COEAE2G
AGAP006724	COEAE3G
AGAP006725	COEAE3H
AGAP006726	COEAE5G
AGAP006727	COEAE6G
AGAP006728	COEAE7G
AGAP006729	
AGAP006730	
AGAP006731	
AGAP006732	
AGAP006733	Thoc4
AGAP006734	
AGAP006735	
AGAP006736	
AGAP006737	
AGAP006738	
AGAP006739	
AGAP006740	
AGAP005279	
AGAP006743	
AGAP006744	
AGAP006745	
AGAP006746	
AGAP006747	REL2
AGAP006748	
AGAP006749	
AGAP006750	
AGAP006754	
AGAP006755	snRNP-U1-70K
AGAP006756	
AGAP006757	
AGAP006758	
AGAP006759	
AGAP006760	
AGAP006761	GNBPA1
AGAP006762	
AGAP006763	
AGAP006764	
AGAP006765	
AGAP006766	
AGAP006767	
AGAP006768	
AGAP006769	
AGAP006770	
AGAP006771	
AGAP006772	
AGAP006773	
AGAP006774	
AGAP006775	
AGAP006776	
AGAP006777	
AGAP006778	
AGAP006779	
AGAP006780	
AGAP006781	
AGAP006782	
AGAP006783	
AGAP006784	
AGAP006785	
AGAP006786	
AGAP006788	
AGAP006789	
AGAP006790	
AGAP006791	
AGAP006792	
AGAP006793	
AGAP006794	
AGAP006795	Aper1
AGAP006796	
AGAP006797	
AGAP006798	
AGAP006799	
AGAP006800	
AGAP006802	mRpS35
AGAP006803	
AGAP006804	
AGAP006805	
AGAP006806	
AGAP006807	
AGAP006808	
AGAP006809	akirin
AGAP006810	
AGAP006811	
AGAP028623	
AGAP006813	
AGAP006814	
AGAP006815	
AGAP006817	
AGAP006818	
AGAP006819	
AGAP006820	
AGAP006821	
AGAP006822	
AGAP006823	
AGAP006824	
AGAP006825	
AGAP006826	
AGAP006827	
AGAP006828	CPR60
AGAP006829	CPR59
AGAP006830	CPR58
AGAP006831	CPR57
AGAP006832	
AGAP006833	CPR56
AGAP006834	CPR69
AGAP006835	
AGAP006836	CPR101
AGAP006837	CPR55
AGAP006838	CPR68
AGAP006839	CPR67
AGAP006840	CPR136
AGAP006841	CPR54
AGAP006842	CPR53
AGAP006843	CPR52
AGAP006844	CPR51
AGAP006845	CPR50
AGAP006846	CPR49
AGAP006847	CPR48
AGAP006848	CPR47
AGAP006849	CPR46
AGAP006850	CPR45
AGAP006851	CPR44
AGAP006852	CPR43
AGAP006853	CPR42
AGAP006854	CPR41
AGAP006855	CPR40
AGAP006856	CPR39
AGAP006857	CPR38
AGAP006858	CPR37
AGAP006859	CPR66
AGAP006860	CPR145
AGAP006861	CPR36
AGAP006862	CPR35
AGAP006863	CPR65
AGAP006864	CPR34
AGAP006865	CPR64
AGAP006866	CPR63
AGAP006867	CPR141
AGAP006868	CPR140
AGAP006869	
AGAP006870	
AGAP006871	RpS4
AGAP006872	
AGAP006873	
AGAP006874	Gr29
AGAP006875	Gr30
AGAP006876	Gr31
AGAP006877	Gr32
AGAP006878	
AGAP006879	
AGAP006880	
AGAP006881	
AGAP006882	
AGAP006883	
AGAP006884	
AGAP006885	
AGAP006887	
AGAP006888	
AGAP006889	
AGAP006890	Arf3
AGAP006891	
AGAP006892	
AGAP006893	
AGAP006894	
AGAP006895	
AGAP006896	
AGAP006897	
AGAP006898	
AGAP006899	
AGAP006900	
AGAP006901	
AGAP006902	
AGAP006903	
AGAP006904	MMP1
AGAP006905	
AGAP006906	
AGAP006907	
AGAP006908	
AGAP006909	SRPN1
AGAP006910	SRPN3
AGAP006911	SRPN2
AGAP006913	
AGAP006914	
AGAP006915	
AGAP006916	
AGAP006917	Gr55
AGAP006918	
AGAP006920	
AGAP006921	
AGAP006923	
AGAP006924	
AGAP006925	
AGAP006926	AD28229
AGAP006927	
AGAP006928	
AGAP006929	
AGAP006930	
AGAP006931	CPR111
AGAP006932	
AGAP006933	
AGAP006934	
AGAP006935	
AGAP006936	
AGAP006937	
AGAP006938	
AGAP006939	
AGAP006940	
AGAP006941	
AGAP006942	
AGAP006943	
AGAP006944	eIF3e
AGAP006945	
AGAP006946	
AGAP006947	
AGAP006948	
AGAP006949	
AGAP006950	
AGAP006951	
AGAP006952	
AGAP006953	
AGAP004980	PPO7
AGAP006955	
AGAP006956	COE10O
AGAP006958	
AGAP005768	HEX1A
AGAP006962	
AGAP006963	
AGAP006964	
AGAP006965	
AGAP006966	
AGAP006967	
AGAP006968	
AGAP006969	
AGAP006970	
AGAP006971	
AGAP006972	
AGAP006973	
AGAP007412	CTLMA3
AGAP007408	CTLMA8
AGAP006975	
AGAP006976	
AGAP006977	
AGAP006978	
AGAP006979	
AGAP006980	
AGAP006981	
AGAP006982	
AGAP006983	
AGAP006984	
AGAP006985	
AGAP006986	
AGAP006987	
AGAP006988	
AGAP006989	
AGAP006990	
AGAP006991	
AGAP006992	
AGAP006993	
AGAP006994	
AGAP006995	
AGAP006996	
AGAP006997	Aats-ala-m
AGAP006998	
AGAP006999	
AGAP007000	
AGAP007001	
AGAP007002	
AGAP007003	
AGAP007004	
AGAP007005	
AGAP007006	
AGAP007007	
AGAP007133	
AGAP007010	
AGAP005799	
AGAP007013	
AGAP007014	
AGAP007015	
AGAP007016	
AGAP007017	
AGAP007018	
AGAP007019	
AGAP007020	TPX5
AGAP007021	
AGAP007022	
AGAP007023	cue
AGAP007024	
AGAP007025	
AGAP007026	Ccs
AGAP007027	
AGAP007028	
AGAP007029	
AGAP007030	
AGAP007031	
AGAP007032	
AGAP007199	DEF3
AGAP007034	LRIM11
AGAP006722	CEC4
AGAP007037	LRIM3
AGAP007038	
AGAP007039	LRIM4
AGAP006974	TOLL9
AGAP007041	
AGAP007042	CPR62
AGAP007043	
AGAP007044	
AGAP007045	LRIM15
AGAP007046	
AGAP007048	
AGAP007049	
AGAP007050	
AGAP007051	
AGAP007052	
AGAP007053	
AGAP007054	
AGAP007055	
AGAP007056	SIFa
AGAP007057	
AGAP007058	
AGAP007059	
AGAP007060	
AGAP007061	
AGAP007062	ETH
AGAP007063	
AGAP007064	
AGAP007065	
AGAP007066	
AGAP007068	
AGAP007069	
AGAP007070	
AGAP007071	
AGAP007072	
AGAP007073	
AGAP007074	
AGAP007075	
AGAP007076	
AGAP007077	
AGAP007078	
AGAP007079	
AGAP007080	
AGAP007081	
AGAP007082	
AGAP007083	
AGAP007084	
AGAP007085	
AGAP007086	
AGAP007087	RpL41
AGAP007088	
AGAP007089	
AGAP007090	
AGAP007091	
AGAP007092	
AGAP007093	
AGAP007094	
AGAP007095	
AGAP007096	
AGAP007097	
AGAP007098	
AGAP007099	
AGAP007100	
AGAP007101	
AGAP007102	
AGAP007103	
AGAP007104	
AGAP007105	
AGAP007106	
AGAP007107	
AGAP007108	
AGAP007109	
AGAP007110	
AGAP007111	
AGAP007112	
AGAP007113	
AGAP007114	
AGAP007115	
AGAP007116	
AGAP007117	
AGAP007118	
AGAP007119	
AGAP007120	
AGAP007121	
AGAP007122	
AGAP007123	
AGAP007124	
AGAP007125	
AGAP007126	
AGAP007127	
AGAP007128	
AGAP007129	
AGAP007130	
AGAP007131	
AGAP007640	
AGAP007134	
AGAP007135	
AGAP007136	GPR5HT1A
AGAP007137	
AGAP007138	
AGAP007139	
AGAP007140	
AGAP007141	
AGAP007142	
AGAP007143	
AGAP007144	
AGAP007145	
AGAP007146	
AGAP007147	
AGAP007148	
AGAP007149	
AGAP007150	
AGAP007151	
AGAP007152	
AGAP007153	
AGAP007154	
AGAP007155	
AGAP007156	
AGAP007157	RpS27
AGAP007158	
AGAP007159	
AGAP007160	
AGAP007161	
AGAP007162	
AGAP007163	
AGAP007164	
AGAP007165	
AGAP007166	
AGAP007167	
AGAP007168	
AGAP007169	
AGAP007170	
AGAP007171	
AGAP007172	
AGAP007173	FADD
AGAP007174	
AGAP007175	
AGAP007176	
AGAP007693	SRPN7
AGAP005246	SRPN10
AGAP007178	
AGAP007180	
AGAP007181	
AGAP007182	
AGAP007184	
AGAP007185	
AGAP007186	
AGAP007187	
AGAP007188	
AGAP007189	
AGAP007190	
AGAP007191	
AGAP007192	
AGAP007193	
AGAP007194	
AGAP007195	
AGAP007196	
AGAP007197	
AGAP007198	
AGAP004847	SCRB7
AGAP005725	SCRB3
AGAP007201	TRX2
AGAP007202	
AGAP007203	
AGAP007204	
AGAP007205	
AGAP007206	
AGAP007207	
AGAP007208	
AGAP007209	
AGAP007210	
AGAP007211	
AGAP007212	
AGAP007213	
AGAP007214	
AGAP007215	
AGAP007216	
AGAP007217	
AGAP007218	
AGAP007219	
AGAP007220	
AGAP007221	
AGAP007223	
AGAP007224	
AGAP007225	
AGAP007226	
AGAP007227	
AGAP007228	
AGAP007229	
AGAP007230	
AGAP007231	
AGAP007232	
AGAP007233	
AGAP007234	
AGAP007235	
AGAP007236	
AGAP013401	
AGAP007238	
AGAP007239	
AGAP007240	
AGAP007241	
AGAP007242	
AGAP007243	
AGAP007244	
AGAP007245	
AGAP007246	
AGAP007247	
AGAP007248	
AGAP007249	Flightin
AGAP007250	
AGAP007251	
AGAP007252	
AGAP007253	
AGAP007254	
AGAP007255	
AGAP007256	
AGAP007257	
AGAP007258	
AGAP007259	
AGAP007262	
AGAP007263	
AGAP007264	
AGAP007265	
AGAP007266	
AGAP007269	
AGAP007270	
AGAP007271	
AGAP007272	
AGAP007273	
AGAP007274	
AGAP007275	
AGAP007276	
AGAP007279	
AGAP007280	
AGAP007281	
AGAP007282	
AGAP007283	A0NBD9
AGAP007284	
AGAP007285	
AGAP007286	
AGAP007287	OBP47
AGAP007288	
AGAP007289	OBP46
AGAP007290	
AGAP007291	IAP4
AGAP007292	IAP3
AGAP007293	IAP7
AGAP006631	SCRASP2
AGAP006342	PGRPS3
AGAP007295	
AGAP007296	APG12
AGAP007297	
AGAP007298	
AGAP007299	
AGAP007300	
AGAP007301	
AGAP007302	
AGAP007303	
AGAP007304	
AGAP007305	
AGAP007306	
AGAP007307	
AGAP007308	
AGAP007309	
AGAP007310	
AGAP007311	
AGAP007312	
AGAP007313	
AGAP007314	
AGAP007315	
AGAP007316	
AGAP007317	
AGAP007318	
AGAP007319	
AGAP007320	
AGAP007321	
AGAP007322	
AGAP007323	
AGAP007324	
AGAP007325	
AGAP007326	
AGAP007327	
AGAP007331	
AGAP007332	
AGAP007333	
AGAP007334	
AGAP007335	
AGAP007336	
AGAP007337	
AGAP007338	
AGAP007339	
AGAP007340	
AGAP007341	
AGAP007342	
AGAP007343	LYSC2
AGAP007344	LYSC8
AGAP007345	LYSC3
AGAP007346	LYSC5
AGAP007347	LYSC1
AGAP007348	
AGAP007349	
AGAP007353	
AGAP007354	
AGAP007355	
AGAP007356	
AGAP007357	
AGAP007358	
AGAP007359	
AGAP007361	
AGAP007362	
AGAP007363	
AGAP007364	
AGAP007365	
AGAP007366	
AGAP007367	
AGAP007368	
AGAP007369	
AGAP007370	
AGAP007371	
AGAP007372	
AGAP007373	
AGAP007374	
AGAP007375	
AGAP007376	
AGAP007377	
AGAP013544	
AGAP007379	
AGAP007380	
AGAP007381	
AGAP007382	
AGAP007383	
AGAP007384	
AGAP007385	LYSC4
AGAP007386	LYSC7
AGAP007387	
AGAP007388	
AGAP007389	
AGAP007390	
AGAP007391	
AGAP007392	
AGAP007393	
AGAP007394	
AGAP007395	
AGAP007396	
AGAP007397	
AGAP007398	
AGAP007399	PARN
AGAP007400	
AGAP007401	
AGAP007402	
AGAP007403	
AGAP007405	
AGAP007406	
AGAP007407	CTLMA4
AGAP007409	
AGAP007410	CTLMA5
AGAP007411	CTLMA1
AGAP007294	IAP1
AGAP028167	
AGAP012021	
AGAP028183	
AGAP007413	
AGAP007414	
AGAP007415	
AGAP007416	
AGAP007417	
AGAP007418	
AGAP007419	
AGAP007420	
AGAP007421	
AGAP007422	
AGAP007423	
AGAP007439	
AGAP007440	
AGAP007442	
AGAP007443	
AGAP007445	
AGAP007446	
AGAP007450	
AGAP007451	
AGAP007452	
AGAP007453	LRIM9
AGAP007454	LRIM8A
AGAP007455	LRIM10
AGAP007456	LRIM8B
AGAP007457	LRIM7
AGAP007458	
AGAP007459	
AGAP007460	
AGAP007461	
AGAP007462	
AGAP007463	
AGAP007464	
AGAP007465	
AGAP007466	
AGAP007467	
AGAP007468	
AGAP007469	
AGAP007470	
AGAP007471	
AGAP007472	
AGAP007473	
AGAP007474	
AGAP007475	
AGAP007476	
AGAP007477	
AGAP007478	
AGAP007479	
AGAP007480	CYP6AH1
AGAP007481	
AGAP007482	
AGAP007483	
AGAP007484	
AGAP007485	
AGAP007486	
AGAP007487	
AGAP007488	
AGAP007489	
AGAP007490	
AGAP007491	
AGAP007492	
AGAP007493	
AGAP007494	
AGAP007495	
AGAP007496	
AGAP004934	GALE3
AGAP007498	IR75k
AGAP007499	
AGAP007500	
AGAP007501	
AGAP007502	
AGAP007503	
AGAP007504	ABCA3
AGAP007505	
AGAP007506	
AGAP007507	
AGAP007508	
AGAP007509	
AGAP007510	
AGAP007511	
AGAP007512	
AGAP007513	
AGAP007514	
AGAP007515	
AGAP007516	
AGAP007517	
AGAP007518	
AGAP007519	mRpS22
AGAP007520	
AGAP007521	
AGAP007522	
AGAP007523	
AGAP007524	
AGAP007525	
AGAP007529	
AGAP007530	
AGAP007531	
AGAP007532	
AGAP007533	
AGAP007534	
AGAP007535	
AGAP007536	
AGAP007537	
AGAP007538	
AGAP007539	
AGAP007540	
AGAP007541	
AGAP007542	
AGAP007543	TPX3
AGAP007544	
AGAP007545	
AGAP007546	
AGAP007547	
AGAP007548	GPROP10
AGAP007549	
AGAP007550	
AGAP007551	
AGAP007552	
AGAP007553	
AGAP007556	
AGAP007557	
AGAP007558	
AGAP007560	
AGAP007562	
AGAP007563	
AGAP007564	
AGAP007565	
AGAP007566	
AGAP007567	
AGAP007568	
AGAP007569	
AGAP007570	
AGAP007571	
AGAP007572	
AGAP007573	
AGAP007574	
AGAP007575	
AGAP007576	
AGAP007577	
AGAP007578	
AGAP007579	
AGAP007580	RpL18
AGAP007581	
AGAP007582	
AGAP007583	
AGAP007584	
AGAP007586	
AGAP004905	
AGAP007588	
AGAP007589	
AGAP007590	
AGAP007591	
AGAP007592	
AGAP007593	
AGAP007594	
AGAP007595	
AGAP007597	
AGAP007598	
AGAP007599	
AGAP007600	
AGAP007601	
AGAP007602	
AGAP007603	
AGAP007604	
AGAP007605	
AGAP007606	
AGAP007607	
AGAP007608	
AGAP007609	
AGAP007610	
AGAP007672	
AGAP007612	
AGAP007613	
AGAP007614	
AGAP007615	
AGAP007616	
AGAP007617	
AGAP007618	
AGAP007619	
AGAP007620	
AGAP007621	
AGAP007622	ANCE1
AGAP007623	
AGAP007624	
AGAP007625	
AGAP007626	
AGAP007627	
AGAP007628	
AGAP007629	LANB2
AGAP007630	
AGAP007631	
AGAP007632	
AGAP007633	
AGAP007634	
AGAP007635	
AGAP007636	
AGAP007637	
AGAP007638	
AGAP007639	
AGAP007641	
AGAP007642	
AGAP007643	
AGAP007644	
AGAP007645	
AGAP007646	
AGAP007647	
AGAP007648	
AGAP007649	
AGAP007650	
AGAP007651	
AGAP007652	
AGAP007653	
AGAP007654	
AGAP007655	bw
AGAP007656	
AGAP007657	
AGAP007658	
AGAP005274	
AGAP007660	
AGAP007661	
AGAP007662	
AGAP007663	
AGAP007664	
AGAP007665	
AGAP007666	
AGAP007667	
AGAP007668	eIF3g
AGAP007669	
AGAP007670	
AGAP007671	
AGAP007673	
AGAP007674	
AGAP007675	
AGAP007676	
AGAP007677	
AGAP007678	
AGAP007679	
AGAP007681	
AGAP007682	
AGAP007683	
AGAP007684	
AGAP007685	
AGAP007686	
AGAP007687	
AGAP007688	
AGAP007689	
AGAP007690	
AGAP013546	
AGAP013280	
AGAP007692	SRPN14
AGAP007497	CuSOD1
AGAP007696	
AGAP013092	
AGAP007698	
AGAP007699	
AGAP007700	
AGAP007701	
AGAP007702	
AGAP007703	
AGAP007704	
AGAP007705	
AGAP007706	
AGAP007707	
AGAP007708	
AGAP007709	
AGAP007710	
AGAP007711	
AGAP007712	
AGAP007713	
AGAP007714	
AGAP007715	
AGAP007716	
AGAP007717	
AGAP007718	
AGAP007719	
AGAP007720	
AGAP007721	
AGAP007722	
AGAP007723	
AGAP007724	
AGAP007725	
AGAP007726	
AGAP007727	
AGAP007728	
AGAP007729	
AGAP007730	
AGAP006961	
AGAP006960	
AGAP006959	
AGAP006585	
AGAP006586	
AGAP006078	OBP52
AGAP013141	
AGAP005806	
AGAP007659	
AGAP006405	
AGAP005285	
AGAP007587	
AGAP005228	Med9
AGAP007012	
AGAP013197	
AGAP013138	
AGAP005564	
AGAP006741	
AGAP005498	
AGAP002474	
AGAP002473	VATF
AGAP001774	
AGAP001777	ABCC1
AGAP001780	
AGAP001779	
AGAP001778	
AGAP001776	
AGAP001775	ABCC2
AGAP013177	
AGAP001187	
AGAP001190	
AGAP001192	
AGAP001193	
AGAP001194	
AGAP013056	
AGAP001189	OBP10
AGAP013458	
AGAP013246	
AGAP001781	
AGAP001783	
AGAP001786	
AGAP001787	
AGAP001789	
AGAP001790	
AGAP001788	
AGAP001782	
AGAP013270	
AGAP001791	Nep2
AGAP013125	
AGAP001795	
AGAP001796	
AGAP001797	
AGAP001799	
AGAP001800	
AGAP001802	
AGAP001804	
AGAP001805	RpL13
AGAP001803	
AGAP001801	
AGAP001798	
AGAP001794	
AGAP001793	
AGAP001792	
AGAP001806	
AGAP001809	
AGAP001811	IR75h.1
AGAP001812	IR75h.2
AGAP001814	
AGAP001817	
AGAP001819	
AGAP013470	
AGAP001823	VATG
AGAP001822	
AGAP001820	
AGAP001818	
AGAP001816	
AGAP001815	
AGAP001813	
AGAP001810	
AGAP001807	GPRGPH
AGAP013085	IR75g
AGAP001821	
AGAP001825	
AGAP001824	
AGAP001826	Lp
AGAP001854	
AGAP013198	
AGAP001858	ABCG3
AGAP001856	PER
AGAP001828	
AGAP001827	
AGAP001859	
AGAP001863	
AGAP001864	CYP4H15
AGAP013305	CYP4H25
AGAP013224	CYP4H26
AGAP001866	
AGAP001867	
AGAP001873	
AGAP013489	
AGAP001872	
AGAP001871	
AGAP001870	
AGAP013371	
AGAP001865	mRpL17
AGAP001862	GPRNNA1
AGAP001861	CYP4H14
AGAP013033	
AGAP001874	
AGAP001878	
AGAP012984	
AGAP013155	
AGAP001881	
AGAP001883	
AGAP001885	
AGAP001890	
AGAP001892	
AGAP001893	
AGAP001894	
AGAP001897	
AGAP001901	
AGAP001903	
AGAP001905	
AGAP001907	
AGAP001902	
AGAP001900	
AGAP001899	
AGAP001898	mRpL44
AGAP001896	
AGAP001895	
AGAP001891	
AGAP001889	
AGAP001888	
AGAP001887	
AGAP001886	
AGAP001884	
AGAP001882	
AGAP013102	
AGAP001880	
AGAP001879	
AGAP001877	
AGAP001908	
AGAP001909	
AGAP001911	RpL6
AGAP001913	
AGAP001914	
AGAP001915	Gr24
AGAP001916	
AGAP001917	
AGAP001918	
AGAP001919	
AGAP001923	
AGAP001912	Or8
AGAP001910	RpS3
AGAP001925	
AGAP001930	
AGAP001931	
AGAP001932	
AGAP001933	
AGAP001929	
AGAP001928	
AGAP001924	
AGAP013452	
AGAP013523	
AGAP001195	
AGAP001934	
AGAP001936	
AGAP001938	
AGAP013214	
AGAP001940	
AGAP001941	
AGAP001944	
AGAP013075	
AGAP001947	
AGAP001945	
AGAP001943	
AGAP001942	
AGAP001939	
AGAP001937	mRpL33
AGAP001946	
AGAP001196	
AGAP013230	
AGAP002491	
AGAP001198	
AGAP001199	
AGAP001200	
AGAP001202	
AGAP001203	
AGAP001201	
AGAP013386	
AGAP001948	
AGAP001950	
AGAP001953	
AGAP001955	
AGAP001957	
AGAP001959	
AGAP001961	GPRVPR2
AGAP001964	
AGAP001970	
AGAP001971	
AGAP001969	
AGAP001968	
AGAP001967	
AGAP013429	
AGAP001966	
AGAP001965	
AGAP013403	
AGAP001962	GPRVPR1
AGAP001960	
AGAP001958	CRY1
AGAP013106	
AGAP001956	
AGAP001954	
AGAP001952	
AGAP001951	
AGAP001949	
AGAP001972	
AGAP001973	
AGAP001976	
AGAP001978	
AGAP001984	
AGAP001986	
AGAP001988	
AGAP001989	
AGAP013039	
AGAP001993	
AGAP001990	
AGAP001987	
AGAP001985	
AGAP013533	
AGAP001983	
AGAP013061	
AGAP001982	
AGAP001981	
AGAP001980	
AGAP001979	SCRASP3
AGAP001975	
AGAP013031	
AGAP001974	
AGAP001991	
AGAP001994	
AGAP001996	
AGAP001999	
AGAP002002	
AGAP012983	
AGAP002004	
AGAP002003	
AGAP002000	
AGAP001998	mRpS10
AGAP001997	
AGAP001995	
AGAP013300	
AGAP002005	
AGAP002007	
AGAP002006	
AGAP002008	
AGAP002009	
AGAP002010	
AGAP002011	
AGAP002012	
AGAP012959	
AGAP013169	
AGAP002013	
AGAP002015	
AGAP002016	
AGAP002018	
AGAP013249	
AGAP002017	
AGAP002014	
AGAP013483	
AGAP013072	
AGAP013438	
AGAP013531	
AGAP013295	
AGAP013325	
AGAP013098	
AGAP002021	
AGAP013079	
AGAP002023	
AGAP002025	OBP11
AGAP002026	
AGAP002030	
AGAP002033	
AGAP002036	
AGAP013178	
AGAP002039	
AGAP002038	
AGAP002037	
AGAP002035	
AGAP002032	
AGAP002028	
AGAP002024	
AGAP002022	
AGAP002020	
AGAP002019	
AGAP002040	
AGAP002043	
AGAP002044	Or77
AGAP002045	Or75
AGAP002046	Or76
AGAP002041	
AGAP002047	
AGAP002051	ABCG14
AGAP013384	
AGAP002052	
AGAP002053	
AGAP002055	
AGAP002056	
AGAP002058	
AGAP002059	
AGAP002061	
AGAP002063	
AGAP002065	
AGAP002067	
AGAP002069	
AGAP002068	
AGAP002066	
AGAP002064	
AGAP002062	
AGAP002060	ABCH3
AGAP002054	
AGAP002050	ABCG13
AGAP002049	
AGAP012962	
AGAP013036	
AGAP013427	
AGAP002048	
AGAP002070	
AGAP002071	ABCD1
AGAP013165	
AGAP002075	
AGAP002076	
AGAP002078	
AGAP002081	
AGAP002082	
AGAP002080	
AGAP002079	
AGAP002077	
AGAP002074	
AGAP002073	
AGAP002072	
AGAP002084	
AGAP002085	
AGAP013167	
AGAP002088	
AGAP002090	COE16738
AGAP002092	
AGAP002091	
AGAP002089	
AGAP002087	
AGAP002086	
AGAP001205	
AGAP001207	
AGAP001208	
AGAP001211	
AGAP001212	PGRPLB
AGAP001213	
AGAP001214	
AGAP013543	
AGAP001219	TUB4A
AGAP001222	
AGAP013048	
AGAP001224	
AGAP001227	
AGAP001229	
AGAP001232	
AGAP013012	
